Course_Title,Skills_Taught
"Start the UX Design Process: Empathize, Define, and Ideate","['User Experience (UX)', 'UX Research', 'Wireframe', 'Prototype', 'User Experience Design (UXD)']"
Statistical Analysis with R for Public Health,"['Statistical Thinking', 'Survival Analysis', 'Logistic Regression', 'Data analysis with R', 'Linear Regression']"
Statistics with Python,"['Python Programming', 'Data Visualization (DataViz)', 'Statistical Model', 'Statistical inference methods']"
Strategic Leadership and Management,"['Strategic Management', 'Negotiation', 'Leadership', 'Business Strategy']"
"Strategic Leadership: Impact, Change, and Decision-Making","['Career Fulfillment', 'Self Awareness', 'Personal Development', 'reflection']"
Strategic Management and Innovation,"['Strategic Management', 'Strategy Implementation', 'Strategic Thinking', 'Business Strategy']"
Strategic Sales Management,"['Sales Strategy', 'Sales Management', 'Project', 'Customer Satisfaction']"
Structuring Machine Learning Projects,"['Deep Learning', 'Inductive Transfer', 'Machine Learning', 'Multi-Task Learning', 'Decision-Making']"
Successful Negotiation: Essential Strategies and Skills,"['Decision Trees', 'Psychological Tools', 'Negotiation Analysis', 'Developing Power', 'Negotiation']"
Suicide Prevention,[]
Supervised Machine Learning: Regression and Classification,"['Regularization to Avoid Overfitting', 'Gradient Descent', 'Supervised Learning', 'Linear Regression', 'Logistic Regression for Classification']"
Suporte em TI do Google,"['Criptografía', 'Segurança de rede', 'Cibersegurança', 'Segurança de redes sem fio', 'Linux', 'Código binario', 'Solución de problemas', 'Soporte al cliente', 'Ipv4', 'Resolução de problemas', 'Sistema de Nomes de Domínio (DNS)', 'Modelo de rede', 'Serviço de Diretórios', 'Backups', 'Diretórios do LDAP', 'Powershell', 'Sistemas de Arquivos do Linux', 'Interface de comando']"
Supply Chain Analytics,"['Inventory Analysis', 'Demand Forecasting', 'Supply Chain Analysis', 'Competitive Analysis']"
Supply Chain Logistics,"['Warehouse Management', 'Logistics Planning', 'Supply Chain', 'Inventory']"
Supply Chain Management,"['Forecasting', 'Logistics', 'Supply Chain', 'Lean Six Sigma', 'Supply Chain Risk Management']"
Supply Chain Principles,"['Procurement', 'Supply Chain', 'Transporting']"
Survey Data Collection and Analytics,"['Data Collection', 'Cluster Sampling', 'R Programming', 'Missing Data']"
Sustainable Fashion,[]
System Administration and IT Infrastructure Services,"['Directory Service', 'Lightweight Directory Access Protocol (LDAP)', 'Backup']"
Systems Biology and Biotechnology,"['Biology', 'Molecular Biology', 'Dynamical Systems', 'Matlab']"
"TESOL Certificate, Part 1: Teach English Now!","['Education', 'Online Learning']"
"TESOL Certificate, Part 2: Teach English Now!","['Teaching', 'English Language', 'Lesson Plan', 'Speech']"
TOEFL Preparation,[]
Tableau Business Intelligence Analyst,"['Data Management', 'Presentation Skills', 'Data Analysis', 'Tableau Software', 'Reporting Skills', 'data visualizations']"
Talent Acquisition,"['Employee Onboarding', 'Job Analysis', 'Recruitment', 'interviewing']"
Tally Bookkeeper,"['Bookkeeping', 'business accounting', 'tally prime', 'Banking', 'Finance']"
Teach English Now! Foundational Principles,[]
Teamwork Skills: Communicating Effectively in Groups,"['teamwork', 'diversity', 'Communication', 'Conflict Management', 'technology']"
Technical Support Fundamentals,"['Binary Code', 'Customer Support', 'Linux', 'Troubleshooting']"
TensorFlow: Advanced Techniques,"['Model Interpretability', 'Custom Training Loops', 'Custom and Exotic Models', 'Generative Machine Learning', 'Object Detection']"
TensorFlow: Data and Deployment,"['Machine Learning', 'Tensorflow', 'advanced deployment', 'Object Detection', 'JavaScript']"
Terrorism and Counterterrorism: Comparing Theory and Practice,"['History', 'counterterrorism', 'International Law', 'Terrorism Studies', 'Policy Analysis']"
The Art of Visual Storytelling,"['scripting', 'visual storytelling', 'Graphics', 'Videography', 'Editing']"
The Arts and Science of Relationships: Understanding Human Needs,"['Psychology', 'Assertiveness', 'Communication', 'Building Relationships']"
The Bits and Bytes of Computer Networking,"['Domain Name System (DNS)', 'Ipv4', 'Network Model', 'Troubleshooting']"
The Business of Health Care,"['Insurance', 'Health Economics']"
The Business of Music Production,"['Copyright', 'Music production', 'Contracts', 'Pro Tools', 'Music recording']"
The DIY Musician,"['Crowdfunding', 'Music production', 'Social Media', 'Songwriting', 'Music recording']"
The Fundamentals of Personal Finance,"['Personal Finance', 'Budget', 'Debt Management Plan', 'money', 'Retirement']"
The Manager's Toolkit: A Practical Guide to Managing People at Work,"['Decision-Making', 'Leadership', 'Management', 'Performance Management']"
The Materiality of ESG Factors,"['ESG', 'Investment', 'Climate Change', 'Finance', 'social activism']"
"The Modern World, Part One: Global History from 1760 to 1910",[]
The Path to Insights: Data Models and Pipelines,"['Data Management', 'Google Dataflow/Google BigQuery', 'Extraction, Transformation And Loading (ETL)', 'Database Optimization', 'Data transformation']"
The Power of Statistics,"['Statistical Analysis', 'Python Programming', 'Effective Communication', 'Statistical Hypothesis Testing', 'Probability Distribution']"
The Pronunciation of American English,"['English Language', 'Pronunciation']"
The Science of Well-Being,"['Gratitude', 'Happiness', 'Meditation', 'Savoring']"
The Science of Well-Being for Teens,[]
The Singer Songwriter,"['Music production', 'Ableton', 'Singing', 'Songwriting', 'Guitar']"
The Strategy of Content Marketing,"['Management', 'Content Marketing', 'Copywriting', 'Writing']"
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",[]
The hidden value – Lean in manufacturing and services,"['Value Stream Mapping', 'Lean Manufacturing', 'Lean Thinking', 'Lean Methods']"
Think Outside the Inbox: Email Marketing,"['Email Writing', 'Email list segmentation', 'Email marketing strategy', 'Email marketing analytics', 'Contact management']"
Think like a CFO,"['Bonds', 'Corporate Finance', 'Dividend Policy', 'Stocks', 'Market Efficiency', 'Dupont Analysis', 'Management Accounting', 'Business Analysis', 'Finance', 'Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Financial Risk', 'Evaluation', 'Investment']"
Tools for Data Science,"['Data Science', 'Github', 'Python Programming', 'Jupyter notebooks', 'Rstudio']"
Tools of the Trade: Linux and SQL,"['Linux', 'Command line interface (CLI)', 'Bash', 'SQL']"
Trading Strategies in Emerging Markets,"['Trading Strategy', 'Algorithmic Trading', 'Financial Ratio', 'Trading']"
Transforming the Fashion Business,"['Fashion Design', 'Fashion Systems', 'Sustainability', 'Holistic Product Lifecyle', 'Retail Management']"
Translation in Practice,[]
Troubles du spectre de l'autisme : diagnostic,[]
U.S. Federal Taxation,"['Depreciation', 'Federal Tax Returns', 'Tax Law']"
UCI Project Management,"['Schedule', 'Project', 'Program Management', 'Project Planning']"
UI / UX Design,"['Website Wireframe', 'strategy', 'User Interface Design (UI Design)', 'User Experience (UX)', 'User Research']"
Uncommon Sense Teaching,"['social-emotional learning', 'online teaching', 'active learning', 'neurodiversity', 'Teaching']"
Understanding Basic SQL Syntax,[]
Understanding Clinical Research: Behind the Statistics,"['Clinical Research', 'Statistics', 'Statistical Analysis', 'Statistical Hypothesis Testing']"
Understanding Einstein: The Special Theory of Relativity,[]
Understanding Research Methods,[]
Understanding child development: from synapse to society,[]
Understanding the Brain: The Neurobiology of Everyday Life,"['Brain', 'Neurological Disorders', 'Neurobiology', 'Neurology']"
"Unsupervised Learning, Recommenders, Reinforcement Learning","['Collaborative Filtering', 'Unsupervised Learning', 'Recommender Systems', 'Reinforcement Learning', 'Anomaly Detection']"
User Experience Research and Design,"['User Experience (UX)', 'Prototyping', 'Usability Testing', 'UX Research', 'User Experience (UX)']"
User Interface Design,[]
Using Public Policy for Social Change,"['Policy Design', 'Policy Advocacy', 'Problem Solving', 'Policy Analysis', 'Social Issues']"
Using Python to Access Web Data,"['Json', 'Xml', 'Python Programming', 'Web Scraping']"
Using Python to Interact with the Operating System,"['Setting up your Development Environment', 'Regular Expression (REGEX)', 'Testing in Python', 'Automating System Administration Tasks with Python', 'Bash Scripting']"
Value Chain Management,"['Management Accounting', 'Quality Control', 'Operations Management', 'Marketing']"
Value-Based Care,"['value-based care', 'healthcare', 'social determinants of health', 'Leadership', 'Population Health']"
Version Control,"['Linux', 'Web Development', 'Bash (Unix Shell)', 'Github', 'Version Control']"
Viral Marketing and How to Craft Contagious Content,"['Social Network', 'Viral Marketing', 'Marketing', 'Marketing Strategy']"
Visual Elements of User Interface Design,"['User Interface Design (UI Design)', 'User Experience (UX)', 'Graphic Design']"
Visualizing the Living Body: Diagnostic Imaging,"['Anatomy', 'radiography', 'Medicine', 'human anatomy']"
Vital Signs: Understanding What the Body Is Telling Us,"['Dolor Assessment', 'Metabolic Pathways', 'Vital Signs', 'Pain Management']"
Vivre avec le TDAH à travers les âges,"['Adaptation', 'Diagnostic différentiel et comorbidités', 'Neuroscience', 'Evaluation de symptômes', 'intervention']"
Water Cooperation and Diplomacy,"['transformation of conflicts', 'concept critical analysis', 'legal and institutional tools critical application', 'data and information management', 'Negotiation']"
Web Applications for Everybody,"['Jquery', 'web application development', 'Hypertext Preprocessor (PHP)', 'JavaScript', 'MySQL']"
Web Design for Everybody: Basics of Web Development & Coding,"['Web Development', 'Cascading Style Sheets (CSS)', 'Html5', 'JavaScript', 'Responsive Web Design']"
Weight Management: Beyond Balancing Calories,[]
What is Compliance?,"['Risk Management', 'Brand Management', 'Strategic Planning', 'Compliance']"
What is Data Science?,"['Data Science', 'Deep Learning', 'Machine Learning', 'Big Data', 'Data Mining']"
Wind Energy,"['Wind Energy', 'Materials', 'Wind Power', 'Wind Energy Engineering']"
Wine Tasting: Sensory Techniques for Wine Analysis,[]
Wireshark for Beginners: Capture Packets,[]
Work Smarter with Microsoft Excel,"['Microsoft Excel', 'Chart', 'Worksheet']"
Work Smarter with Microsoft Word,"['Documents', 'Microsoft Word']"
Write A Feature Length Screenplay For Film Or Television,"['Script Writing', 'Filmmaking', 'Screenwriting', 'Film and Televison Writing', 'Creative Writing']"
Write Professional Emails in English,"['Professional', 'Email Writing', 'Communication', 'Writing']"
Write Your First Novel,"['Creative Writing', 'Novel Writing', 'Story Telling']"
Writing in the Sciences,"['Grammar', 'Medical Writing', 'Science Communication', 'Writing']"
Étudier en France: French Intermediate course B1-B2,[]
Цифровий маркетинг і електронна комерція від Google,"['Медійна реклама', 'Маркетинг', 'Маркетинг електронною поштою', 'Електронна комерція', 'Search Engine Optimization (SEO)']"
تحليلات البيانات من Google,"['مؤثرات عرض البيانات (DataViz)', 'R Markdown', 'لغة البرمجة R', 'Rstudio', 'تحليل البيانات', 'محفظة الوظائف', 'دراسة الحالة', 'تنظيف البيانات', 'طرح الأسئلة', 'جدول البيانات', 'عملية اتخاذ القرار', 'حل المشكلات', 'سلامة البيانات', 'نظيف البيانات', 'SQL', 'تحديد حجم العينة', 'أخلاقيات البيانات', 'جمع البيانات', 'بيانات التعريف', 'تجميع البيانات', 'العمليات الحسابية للبيانات', 'تحليلات البيانات', 'دول البيانات', 'العرض التقديمي', 'برنامج Tableau']"
用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),[]
用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),[]
